,local,global
credit,0.0036376120048476363,0.5017922865028221
boston,0.001025541960276937,0.44347352001105467
chinese,0.0008484503377235124,0.4392072465629354
represented,0.002130598717529513,0.3354848845811961
november,0.000917796674843761,0.18576626854857237
please,0.0018200799376836712,0.4719924310807926
fit,0.005720240206796368,0.47507232909106223
running,0.0010987818524443894,0.3533530767826695
moving,0.0020178529965366823,0.42342119291756153
subjects,0.004921872092514404,0.469726541502525
color,0.0010456896409510666,0.2742891589287606
sir,0.0005375680742757674,0.25844830657906626
highest,0.0018600438962171474,0.27125921704378597
merely,0.0016161381326163596,0.33259867138592203
royal,0.0005722680479083568,0.32877789836906135
battle,0.0010951924809730201,0.3103493593133888
entered,0.0008556152767139301,0.3277612515607925
emphasis,0.007560104677860058,0.4796098919420011
joint,0.00399043207476664,0.4499750785343898
sold,0.0005671262659565421,0.2738867197189686
coast,0.00017526959624360327,0.22003397309657924
couple,0.001076996022774671,0.3650560825618614
explanation,0.000908727353669439,0.2598263460153851
film,0.018810183289869515,0.767478105802047
drive,0.0042750744288161035,0.5271397101063044
fourth,0.0004491238048951104,0.30736525782313007
attack,0.0025246439426793352,0.3544952005345964
soil,0.0010222267254030668,0.3236101440374395
alternative,0.004096788915397329,0.45257573599726597
proposed,0.0016948986932019533,0.4207158006003072
models,0.011749707824729465,0.6156413759653955
l,0.0009965898235048316,0.44560154655069273
defense,0.0028646516648106837,0.4110920197698248
contrast,0.004178928222594809,0.44396223572225757
consistent,0.0027330789144589017,0.40161923107857567
skin,0.001186241418360507,0.2783606950325398
initial,0.003729469751686129,0.5382265283701435
additional,0.0019237037140999262,0.37975639395415905
welfare,0.002111781554507527,0.42407614387878256
equipment,0.0024794863658415475,0.4187775690991612
obvious,0.0010768371882793081,0.3089679751835638
bill,0.0011462041799181455,0.33588054259554756
client,0.0044818280231854486,0.5314555698508783
affected,0.0018357219371746894,0.35296571750186734
ran,0.00042967920232375094,0.30586672340108423
scope,0.0012473888897299554,0.29290112336781016
finding,0.003038819201145194,0.3955849127237012
jews,0.0008905943633532534,0.31350408929582496
increases,0.001456426927825074,0.34244580274018943
caught,0.0012550520903140683,0.3497902824586635
reduction,0.00111673943007768,0.3846716112463342
19,0.00013256031504897957,0.25092278814305236
guide,0.0033604244615281463,0.4972973318809317
showed,0.0029560694292219483,0.3645390208072592
examination,0.0008689138331000136,0.28404377581639906
significance,0.0008729046855912767,0.3395805616893107
vote,0.000507308604582219,0.24370912010063206
afraid,0.0007631238109311896,0.31597344753014733
details,0.0015695703131998362,0.30814104470659587
amendment,0.0017480880738915633,0.36684611083770413
examine,0.001389617563243913,0.38925332255933487
fixed,0.0024180517877468166,0.35330898639185315
paul,0.0011698554666718097,0.40498134930753527
professional,0.0016051798058661208,0.39558245770041767
external,0.0018341663320995349,0.3692823529017719
allows,0.003598272657937371,0.44927396616096393
principal,0.0024806993697222834,0.3576433403150313
evening,0.00018212673432620535,0.2142766622365917
powerful,0.00136361037866976,0.2611130287981802
leaders,0.000965206871428709,0.3214486387688319
depend,0.0007797428125624676,0.2712884493846023
economics,0.0012006009490757603,0.40616460372675656
confidence,0.004526875504517562,0.3709076573540553
components,0.00270462001092486,0.4735925202164748
classes,0.001077962881767969,0.27641447666958874
percentage,0.0017627921253831455,0.3078614735834785
fight,0.0012669760051317253,0.2852076036695368
decade,0.0016414037397018842,0.2594194876506467
killed,0.000754568544804346,0.25637867231943423
assessment,0.01495676804610024,0.7150534776242339
arrived,0.0018613547000775794,0.2775917151630072
employed,0.0011914797455976143,0.30836791973017375
figures,0.0010800333048868705,0.37907129599874156
speed,0.0014032568730902467,0.3923716335279759
operations,0.0031851755263356107,0.4228150917277693
fundamental,0.0013572648499230516,0.28199667908856263
bound,0.002090568880840591,0.4436894779266012
realize,0.0006992529093003787,0.29152597425026483
defendant,0.000886299204516006,0.27603432729025923
changing,0.0020252730589050655,0.3286836697514818
leads,0.0015025616682272864,0.2551223417379572
latin,0.0038690296544375865,0.46393935296579336
views,0.002006638521574916,0.3055255877409998
pulled,0.0004541759141991212,0.348483577701442
violence,0.002901977910464015,0.48298102821640965
media,0.017125845593767057,0.7275685971723203
lies,0.0017010658742892342,0.3139738172125185
determining,0.0009030299236927474,0.270122466882766
laid,0.0007257751779584527,0.29202334768107374
suppose,0.0006776488752871577,0.2752614537909731
printed,0.002367315542666032,0.40475509519771047
style,0.002261521648292275,0.44003593189101853
novel,0.0014109120349115462,0.45549648128676823
square,0.0016134800473355168,0.35169874521657274
removed,0.0012274047881016732,0.3550443967018958
maximum,0.00145184386685875,0.38056890906873475
achieved,0.0025227674796612855,0.35348313486195737
daily,0.0016811063778109474,0.33116830535011
officer,0.0005442968863421809,0.24204673075465344
kinds,0.0014144844709809874,0.2702906534734103
entitled,0.000747608076132658,0.26821112326965113
maybe,0.0015320720807807425,0.37041400647405254
measured,0.0019768016452187225,0.3524655979308685
existing,0.0024244040290446077,0.384003403212143
opposite,0.0010180419928765049,0.2856369097453576
academy,0.0014942720980876416,0.4589768076642564
passage,0.0016793117300671475,0.2972478587367431
danger,0.0007055119131382677,0.2315611370847701
highly,0.003125018973696748,0.43270320834222087
ourselves,0.0010203349452279178,0.3076325421764339
version,0.0022537698593342492,0.40574387331966255
combination,0.0021574936475829394,0.39668286227754734
contribution,0.002959874892224725,0.4049043290093366
appeal,0.0009525717047628061,0.3033971138453265
stages,0.0015118851224472393,0.24584816746061688
establishment,0.0012261260637696453,0.3288001946791329
james,0.0007789633952428636,0.3685486836749027
easier,0.0004142487287424959,0.2827953248092807
aid,0.0016511707722994312,0.336412400969488
assistance,0.002252980312401388,0.3542804438723135
citizens,0.0007575597264534272,0.276960333353369
touch,0.0014224066179295601,0.3210560084436761
payment,0.0009571798487848782,0.2465676944756101
northern,0.0008620674012228755,0.3483233881398924
proved,0.0013578511121654425,0.37412676912858045
aspect,0.002677385905671022,0.40674128242618124
safety,0.0026865428878066326,0.3606627461882116
doctor,0.0025296480438203083,0.367556655580194
plants,0.0006759516696224631,0.29797333061189746
practical,0.0023879629809329065,0.421625261736562
path,0.0006112261160013585,0.3056269631284979
glass,0.0011955137402956109,0.3037381454836744
blue,0.0008012295040274413,0.3574950668138538
sentence,0.0012243540765905128,0.2723777226870139
setting,0.0066841573176470775,0.4997998740804779
wind,0.0004965872697219426,0.2611984762823256
limit,0.0013232215789796007,0.38275866323792884
indicated,0.0017861299393109003,0.36668963188571946
treaty,0.0014504066610258705,0.2883120549067998
capable,0.0013403377173388763,0.2898062096589141
master,0.002516987211790719,0.40218883027171104
abuse,0.008623007445076289,0.6326893715329635
ancient,0.001053130634405392,0.28446961711559715
decline,0.0029649102667545896,0.38144577429411064
dealing,0.002097899800547487,0.3007613663546178
scene,0.0018829284100386865,0.27290089368322556
22,7.994912288058946e-05,0.2501405974199755
damage,0.0012411234564820666,0.29796480638088607
supported,0.0037111765062921463,0.3602061353610956
domestic,0.00397818991659004,0.41702648870521064
21,5.27848966634011e-05,0.29266129999150625
introduced,0.0026438460706959895,0.34176566696330124
resistance,0.0025409924674049656,0.3786699857293835
contrary,0.001387884933526925,0.29632892229178254
trees,0.00040984319087306617,0.1893242274781457
stories,0.0007690190795583339,0.27259979104667664
80,0.00011916866515966874,0.29305614350811515
spread,0.0022463371961567707,0.3325502604046081
election,0.0005733313133890024,0.3162526135849898
neck,0.00047126149894523875,0.2952890946442026
derived,0.0021162988004806947,0.2742081005081487
probability,0.0045679887427297625,0.5499477379023522
concerning,0.0010691403951605329,0.3343149891711118
lose,0.0008134611431526064,0.35246594101942086
edition,0.000565841737460545,0.3128998854307393
reform,0.00236270583489347,0.3467682197405074
holding,0.0020056509243189954,0.3298178704931075
contains,0.001764340719719279,0.29449120979580157
comparison,0.0010953200366622025,0.3426101488673139
sections,0.0020502950917301913,0.3197923440219973
empire,0.000882042179086411,0.36996949219588915
grow,0.001165263464442542,0.2854651948026081
identified,0.003215402179487132,0.48560760683763815
career,0.0029928900942216272,0.37185901305913527
minute,0.0022451423164096627,0.4523258396435773
minimum,0.0015011940974205755,0.4072910001591409
articles,0.002496305136778164,0.33572557781994217
february,0.000844577844758601,0.19706074127854656
speaking,0.0011689174814857887,0.3688463408842384
rural,0.0018670116476230403,0.5117553492096256
quickly,0.0006394124420575496,0.3060059159677314
items,0.0027311385997138356,0.42384342899351246
location,0.0017989248579211765,0.3531464096510656
notion,0.0013854569741280822,0.3279530387564912
fields,0.003604313908812766,0.44566787232182414
chemical,0.0015597466474685175,0.4125471682701526
v,0.00047622271104209656,0.45845202588706235
funds,0.0011388542167576137,0.272219556087995
estate,0.0011065494600684597,0.2963521016193441
baby,0.0010021855700025454,0.39675663627828217
providing,0.0024243273563413874,0.42866072515268194
document,0.003376779549318909,0.4432942654985659
difficulty,0.0010803182517441813,0.2821632564861185
independence,0.001004326857530204,0.28949888038116656
90,0.00012988013830468603,0.3654909421835052
team,0.0055282010512297235,0.5135031316574491
knowing,0.0005218665569051004,0.39242669261078633
spring,0.00091835680109655,0.35109234046868787
psychological,0.001968997491933866,0.5057419973348226
participation,0.002830956057856184,0.4200032024242095
mark,0.0036934938036779427,0.3550464093537782
assembly,0.0012601032934780629,0.3932328267329803
assumption,0.0012587993371414943,0.3243908021058082
agriculture,0.0011656447153425916,0.2964680887606058
provision,0.0014975479211990674,0.32075769219983186
park,0.0012451078107500522,0.3889971227936603
los,0.0012783882421210859,0.4177349929523698
girls,0.0009866585506469164,0.3092953431770451
assets,0.0007787489847355666,0.2979471984473764
j,0.005329224858900493,0.6983847280483438
statements,0.0026467173084132817,0.37468357254518647
approximately,0.001813351348097441,0.38720728695183504
authors,0.0018892143169504478,0.42775804380870486
green,0.0005519817550706064,0.3850462135751809
gold,0.0004974641900109589,0.24845620109477595
evolution,0.0032470262828763405,0.4566635118793392
taught,0.0006387912205623503,0.27731317937945
anti,0.0034616523165809346,0.41607255514194397
copyright,0.006032206377871182,0.44707148107824257
insurance,0.0019069840128294012,0.35798099640738656
notes,0.00235781377775951,0.40367602963352667
necessarily,0.001829504415858377,0.4277009969006621
seek,0.0008337813923059695,0.2939666047469278
connected,0.0010545835363045767,0.29618181001785693
adopted,0.0011137399416078983,0.2902399489900672
moreover,0.0009230593714617605,0.32544947854655604
officers,0.00045806075870631196,0.2418444856620583
dollars,0.0005716809121185731,0.2806593701832636
criminal,0.0007274372381092446,0.3576739565550061
filled,0.0015903285718696627,0.24479798953343646
breath,0.001680502466959331,0.3456435510899226
determination,0.002073520095624326,0.3646925273377285
rich,0.00104925539893174,0.2818260701949531
eighteenth,0.0011587951184985792,0.3069729688008874
brief,0.001004635196901606,0.2967681668908334
select,0.004156458129143873,0.4500097787168792
drugs,0.0038214737997387485,0.46594037345004935
limits,0.0010233852581298195,0.3166587701828685
harvard,0.0013507262765949898,0.4294766672966891
familiar,0.001423613342176555,0.3185072944518592
democratic,0.0013693606630970337,0.32462281493159806
technical,0.0032322609775632494,0.5033001847248795
cycle,0.002654664314103903,0.43986941556298
index,0.0030782091643930046,0.4428718012609576
transition,0.003430750237379092,0.4120833343893969
executive,0.0013994987499877764,0.362738089006892
granted,0.000976989302000665,0.3279196642469462
double,0.009859665606340204,0.5314656610426491
cup,0.0018295275061633288,0.4526530772499975
george,0.00030709778672017435,0.3464169357120995
threat,0.003404905644999196,0.5143426883316049
debate,0.0031442283575670972,0.388879913769705
essays,0.002197919211135156,0.45063717531694325
refused,0.0004960741372208354,0.21355631525262198
official,0.001743200945580112,0.457634671851744
seat,0.0031983989689857886,0.35733939223112143
sell,0.0005260354587053803,0.2570060880395153
appearance,0.0012470442651984347,0.27296216202515233
consists,0.001752700432155455,0.2830854358425914
consciousness,0.0009722581431348679,0.3817007755405243
recognition,0.00147396344998273,0.36432519773217564
imagine,0.0004605545033608698,0.31073921504912105
animal,0.0009697692100017997,0.3234414677850498
records,0.002198643827447382,0.37077271470521644
tests,0.0016894699991780923,0.48869880598630266
reports,0.0012536244697298263,0.29443680281140494
raise,0.0016511101472993337,0.27895283722767183
smaller,0.0009326002511849084,0.2629814991307212
net,0.0030420608012866426,0.5201849087491583
objective,0.00515338772795439,0.5356514941041228
claims,0.0010668918246925544,0.3296197331901507
units,0.0027100895092082005,0.43745850312184
beautiful,0.0003746804197738429,0.21537362633288704
protein,0.007833353648406038,0.4826963734045143
pacific,0.0005406260562156854,0.3240574133032543
exception,0.002498280764032758,0.388339340731922
respond,0.0025500410276787094,0.33981062674218787
brown,0.0012702156045862774,0.3718696336154641
owner,0.0006935608166191904,0.25116467239036966
contribute,0.001757337080077018,0.40758900823981103
cash,0.0016163328786808226,0.3669985019002673
representation,0.0034963479003505236,0.4147806310614669
becoming,0.00161208825672937,0.2821256362038599
listen,0.0006725125520416661,0.29110962021902365
paragraph,0.0012816814286202164,0.355231538945356
experimental,0.0022701489490799423,0.44624208674642496
closely,0.0020216612208105167,0.3026525685654148
curve,0.0037983070998568297,0.4408991567145213
county,0.0006012406292235338,0.2933106789108365
symptoms,0.0013418103026367307,0.2774268169958166
23,8.292210874320852e-05,0.2332151723425252
situations,0.003492214507181415,0.44961758303709887
detailed,0.0015183844659712503,0.2878994807667232
participate,0.0016713535039915388,0.3146711230569136
conducted,0.0033412002083780686,0.4223335590331927
plans,0.0043523405478927465,0.41409752842814973
regions,0.0011849495125051991,0.3378317527039124
careful,0.0017166526773425561,0.2696421091679123
lie,0.0008495024509116094,0.30932592724415586
telling,0.00043112566065955617,0.28756060443850395
purchase,0.000703191632506784,0.3082769886793333
y,0.0016037676230403642,0.3528012405032922
screen,0.007211634925919635,0.5719156822128278
accounts,0.0023258769098505453,0.36198432297155037
argue,0.0019079970256279885,0.4419893886755223
selected,0.0025289878920025564,0.45604249959022514
watch,0.002241328148029412,0.4283666479259166
evil,0.0008289009564404821,0.3502372516137917
injury,0.000705197974510429,0.29433530340898895
roman,0.0008662143978433853,0.3590920227766137
leaving,0.0010540872414524166,0.3265098525862348
debt,0.0013317175652025103,0.295411029586893
democracy,0.002221687061729667,0.4500396759558316
consequence,0.0014784565234188642,0.34163325405021894
bureau,0.0014280590702740294,0.44421446061771785
leader,0.001185039694644943,0.30474290072378374
stopped,0.0004397003527875682,0.2853793271399867
boys,0.0011732875407866644,0.3121959424427475
bar,0.007938722027503323,0.5238092585278735
engaged,0.0019489234914692585,0.2601376608060325
studied,0.001934959763627537,0.3238937259277296
hearing,0.002119641417707377,0.4070358123650675
plays,0.001055285991617785,0.3429866266904309
audience,0.0016584277497134043,0.2658466321096177
appointed,0.0003747831732972065,0.2552221349244217
agent,0.0009650559165033553,0.3458094834600661
estimated,0.0007224624672806026,0.37526276210204035
vary,0.0012670508803008492,0.3341570936803687
experiences,0.0012651923732572734,0.3703363538501704
attempts,0.0005104945591408151,0.26435459114152093
issued,0.001614825443965724,0.33998162580658386
selection,0.0016623409001391106,0.39046354145242146
loved,0.0004671904727831189,0.31176123219020546
plane,0.001721530528176188,0.3950244840054771
rose,0.0007759507932209002,0.33876725427783516
apart,0.0031981243121702073,0.4034779353691462
vision,0.0009456527140541729,0.3825511381640385
opening,0.001113748575652003,0.26562634452567846
keeping,0.0019398392452338875,0.2853876551502583
28,8.63502925465661e-05,0.2573785467171207
layer,0.0014160203917420234,0.3856983600867929
estimate,0.0015894411077820873,0.38850125803510616
straight,0.0011386396606309036,0.3545438062769225
competition,0.0025580318328529005,0.3733402635387606
sake,0.0008939948163749551,0.25561083390642236
sons,0.0007489255904664955,0.30609546481576355
resulting,0.0012347242522277127,0.35399554447471626
safe,0.001705311221657921,0.35023588434492725
shift,0.0098178907923693,0.5638841662518397
entirely,0.0007431734961006027,0.22614026691874356
governments,0.0012907968179694004,0.4411685528710314
includes,0.0024101469393583946,0.40644095603970576
heaven,0.0005181415891787716,0.2821847920367845
universe,0.0006396933502321226,0.30690621659035877
density,0.0012426853682628858,0.3593228475077158
marked,0.0012425043956601064,0.30587584362800546
publishing,0.0029167574772084276,0.4583907281994054
signs,0.0015040502808880598,0.33313682321293336
texas,0.0005004782526550107,0.452658227715503
machine,0.004129230400859678,0.4954792315511527
spoke,0.00026423147261061354,0.2444690384499193
enemy,0.0007410292119756385,0.2397658516850938
request,0.0012774543816233199,0.3524628388324401
carolina,0.0007602561215196701,0.37788862218493635
applications,0.004145513580730432,0.5069485273173029
structures,0.002395759902208874,0.37057682800689906
define,0.0010257779922843945,0.3441023049429428
kitchen,0.0006622628567412842,0.31421866109405616
refers,0.001730515433710757,0.40450307244660133
committed,0.0007214838417690948,0.3406235345045088
thousands,0.0007461194993139646,0.2719894407963891
smile,0.0009301021128424133,0.28247504784657074
securities,0.0017704493039174467,0.39754764167414036
diagnosis,0.002186905069847676,0.32669259036752374
represents,0.0016533272485645828,0.3977874826437402
agricultural,0.001271006928785751,0.3864577557437261
completely,0.001271750819713909,0.34769567104078924
spite,0.0016457811970262252,0.22701345528742534
background,0.0035402703123985826,0.6046760311261425
26,5.3795056763946194e-05,0.22354650020052702
f,0.0012975303463644797,0.4508102744076651
regulations,0.0007085147683394563,0.3038917918419537
communities,0.0010802714967113364,0.4313382908457716
institution,0.0013539960898102715,0.37120643183729385
jurisdiction,0.0010331352344528709,0.2976381438419422
quarter,0.001165610428572461,0.3409810624394982
signal,0.020198996472726792,0.6725827875006136
forty,8.385054871031719e-05,0.24848421331928916
looks,0.0013470174911394068,0.3676707296837868
depression,0.003968300443762102,0.48844490731114065
store,0.003033991024272606,0.4210585548115784
hot,0.0010459109017456653,0.31215130641179456
resolution,0.005248901241149732,0.5910880964011729
column,0.002972341046024151,0.4181002337768944
pleasure,0.0005518090121389688,0.31315326834475854
sales,0.002009641710518963,0.42737576385586984
opportunities,0.002345850493583268,0.3450279385763281
70,0.00016778371167027804,0.3231168460649594
decrease,0.0008150234529568645,0.266327001483013
commerce,0.000988378040737556,0.32985176077467493
regardless,0.00251839581257783,0.46054359770948194
recently,0.0013803503125445378,0.29334693440117654
worse,0.0005524535596359906,0.2505244790476251
remove,0.0021372216035661605,0.31575512880467616
indians,0.0008804939776895735,0.2860001920156392
widely,0.0022273065878316324,0.3678632349015236
closer,0.00190092524083023,0.2994023315569443
chosen,0.0029770733730847794,0.3948743125029619
answers,0.0016778754871609276,0.45800502661204046
mention,0.0012385095329263095,0.34735487661602116
parent,0.002622323762299666,0.4371640387493547
discovered,0.0020520971234951387,0.30811346215969593
hardly,0.0009039939286332105,0.3215670243433665
station,0.002045807667461149,0.450133917251883
fifty,0.0001141960251671094,0.24586335610826038
27,5.355638647606561e-05,0.24140747742623847
composition,0.0020120502991949575,0.384592938201461
profit,0.0016129272649278588,0.3599211137877397
drink,0.0006935742995431109,0.23100513813314782
exists,0.0013871958212486784,0.3144506069591885
substantial,0.004969212351651795,0.5258468978463126
bible,0.00046079898666295804,0.3246559614547344
asking,0.0008289905082988103,0.34563308878248855
contained,0.0009829101428642144,0.29494979207308036
completed,0.0020339003809687894,0.3404648842641369
quantity,0.002135546966389317,0.30135065594654264
nine,7.431011464835269e-05,0.29341131539227383
ship,0.0007614068837850185,0.23657190775616055
bodies,0.0019657184967231183,0.3724347947849178
fast,0.00238028597270062,0.4406325606766438
apparent,0.001295938680277841,0.34455740394657575
seeing,0.0011502436095173353,0.3734813702405738
writer,0.0011464711025572535,0.3092080290692344
consent,0.0019967500636520284,0.3478997982824422
join,0.0009612757833682102,0.2837956040228863
wealth,0.0010644521003997016,0.2624478490012333
markets,0.0026409282121340996,0.4725174540806283
personality,0.00862100701776517,0.6028152676500952
evident,0.001000294886705153,0.35564466056496646
sister,0.00024503578901170623,0.28413274486825657
feature,0.0007976518064838276,0.31922506318672195
indicates,0.001236199206213296,0.445816500454319
regulation,0.0018898097726439,0.4639257045659678
rapid,0.0009958975085158565,0.2970884367989478
ordinary,0.0038622442629373407,0.4485932788203434
investigation,0.0011727088181203225,0.33842925804276025
challenge,0.006271065438649744,0.6438976417409503
fund,0.003066572271064553,0.421708515270393
houses,0.0005772646799812857,0.2697916538884927
axis,0.0011560190991706865,0.2944711526309791
reproduced,0.004464184008197086,0.5255408032005063
thomas,0.0004372713663610338,0.41904564913851594
sought,0.0015195202016293555,0.30487937226889306
shoulder,0.00030293699166122505,0.29006448124782125
poverty,0.0037690518354313754,0.41138561009143315
representatives,0.0005013602389271066,0.2887024137242964
hell,0.0064933110329228935,0.402643543447607
extended,0.0019742909176696712,0.3756988976848562
sequence,0.0061981746630294255,0.5033794705494354
dream,0.0005499265496175076,0.3659679631636792
row,0.006053089185093596,0.5061084904116955
tendency,0.0015800358969345924,0.30780884715642787
ahead,0.0022433621563670513,0.3589445860501338
heavy,0.002451466669153248,0.32673191180156824
beings,0.0010297160389889023,0.2704201828273136
commercial,0.0019291101116323441,0.4050672374821451
twice,0.0012521957441938476,0.32562051498647004
severe,0.0011862643853089577,0.3330884303267353
31,0.00010195215816855008,0.2935004281974316
attitude,0.002042091050409253,0.42759040923443725
elected,0.0008338360357650141,0.3169106253327666
infection,0.0012381672507638202,0.3611492165791528
garden,0.0010270546495909083,0.34602441953868346
francisco,0.0005000393630905695,0.39357924119745236
sky,0.00041737791317975824,0.28828243727662595
angle,0.0013714114124221374,0.2684086744546067
equations,0.0030048845787328977,0.36167531376500706
thoughts,0.0008649078989512106,0.317946496129232
era,0.0021394518683228304,0.43771254166280205
largely,0.0009816505312691558,0.35611370523283903
height,0.0010333172217938688,0.28984504656264065
banks,0.0021375100712137073,0.29743278328127254
helped,0.0008690922751741672,0.31257013499838404
controlled,0.004008847401732609,0.39784342195679734
practices,0.0030037516930880117,0.44450739896332925
operating,0.0041319454323011096,0.4722707968227341
pages,0.002547209179450983,0.3488687148365517
contain,0.0010615717818168852,0.25724178656773766
columbia,0.0003038664466114213,0.4667450964576457
improvement,0.0013795885605570005,0.3540243806003469
engineering,0.002966090615016357,0.4289273627821423
fifth,0.000795088213168598,0.2982238326318132
doctrine,0.001014525626760164,0.35541309135286225
charles,0.0010493849959577473,0.39595287904931586
acting,0.0016900403845928834,0.3054485770557137
windows,0.002659911178094271,0.4296380589683474
reflect,0.0041384303574994044,0.4783159130638035
distinguish,0.0008888430376124967,0.2724982138099402
uses,0.0022657734136840918,0.47143943418257195
robert,0.0010002992819978915,0.4035206611038725
depth,0.0007833060271498024,0.32285013679443963
teach,0.0004329895176519984,0.2886061587963974
david,0.0011181052503039949,0.455452432443634
senate,0.0005752687914249164,0.32046754121981946
ends,0.0029872484863253633,0.3394118291401883
29,9.563787009202532e-05,0.27021320972128526
frequently,0.0013714960944565843,0.36089129245526375
advice,0.0008698862886375218,0.2987942578445286
entry,0.00220927452813253,0.4592178063965674
wonder,0.0010399237932630003,0.3485274952959594
forest,0.0015389143928052685,0.31913498831797293
circle,0.0014658526866401407,0.34837104194607926
walls,0.0007512202504551188,0.2153135555182185
nevertheless,0.0009347100078066001,0.31171508150141103
fish,0.000580373784747972,0.2880473904549632
salt,0.0018546611222572157,0.42271530251899336
leaves,0.0009265545342068426,0.3044584868208904
parallel,0.0009221450143633271,0.35377399769450046
cooperation,0.003728521358277078,0.4381965118751102
season,0.00047021448833981823,0.2865080487040933
resulted,0.0016564102173436315,0.299075006613564
languages,0.0020518159045960255,0.366808143920868
stored,0.003849829286336835,0.4022954014483846
demands,0.002251545448622484,0.28025530193722226
grounds,0.0026472868648823996,0.3418111662681501
opposition,0.001151165432870724,0.26017809197746666
secondary,0.0018885301548490828,0.41169411038043824
behalf,0.0011146422739583982,0.29030759434163655
false,0.0031257031378106445,0.409848003566633
perfect,0.0018860654289026774,0.33192965593085355
grew,0.0025564243787739344,0.3586270737264181
iron,0.001087906557962188,0.328602740550867
duties,0.0006244382372249256,0.2137706558310023
hence,0.0012193161046736433,0.3493116073805137
tells,0.0009793074812228192,0.3360595595584509
periods,0.001241622789644437,0.2645650288485386
glad,0.0004702155209776227,0.28341013089206635
relief,0.0023775886745904503,0.38534840915776014
wave,0.0016107181002872524,0.41749760828674576
starting,0.00326661829152803,0.4747904453721765
prime,0.0037532601263438295,0.584671574570344
proof,0.0014291710678101237,0.4140230280964877
viewed,0.003697941360368818,0.42381350199698575
moon,0.00039258646249857183,0.2935056144961886
leadership,0.0016606187425324032,0.39001007000217414
component,0.0018270124918950653,0.4009271692056986
taxes,0.0010387692557677353,0.2607911589094497
solve,0.0012231334954334143,0.3719075876987613
characters,0.003065371343616723,0.45653615979292483
lake,0.000591838303616224,0.3204528767023438
picked,0.0014619714846600726,0.34734107288668437
approaches,0.02141173850817752,0.805132418994261
expansion,0.0016434260028753665,0.4039781650653699
contemporary,0.003135757611959411,0.5245045794135939
instrument,0.0021114237388561627,0.30276518539297237
difficulties,0.0007594812613740935,0.2853711943599959
usual,0.0022307855202237463,0.36775739882739666
russia,0.0006675877193757411,0.3754617740713774
begins,0.002015951887756893,0.2989771879044122
outcome,0.0028322073278401554,0.3960081025570217
liberty,0.0009397900210516749,0.32014793131299546
literary,0.002042911925894793,0.44431182737124286
authorities,0.0012362812795807497,0.36014822752964215
addressed,0.005422341378179192,0.5002454853256141
native,0.0023663126034130853,0.449177740503526
philadelphia,0.0023760434000210393,0.5084838366057138
governor,0.00039672453129905303,0.2704494620273733
primarily,0.0017215641214293927,0.3603097378177522
200,0.0001534120274999368,0.2991820342992976
immediate,0.002224826856873071,0.37880250069101795
formal,0.0030988426143141873,0.41660035521492667
virginia,0.00037397135247854013,0.3557453585952024
advance,0.0025747998173838303,0.38763139993781215
mary,0.00040389290686338293,0.3615831686444744
happens,0.001038352661424793,0.38602715702363743
kill,0.0006438738851301849,0.22560476105899063
adequate,0.0013989980445694686,0.3372829981996802
promise,0.000883356301379435,0.36558874809649855
expense,0.0015876693095836934,0.36228542702299704
henry,0.0008913121632982066,0.42345227483913883
experiment,0.0012399202023087366,0.35977973162963106
regarding,0.0017134983378010356,0.41362001851396535
testament,0.0007678632695006238,0.2740388495392174
impression,0.0013124866926122125,0.3091872420466416
escape,0.001568060390926619,0.2831755066276327
broad,0.0032072044762799855,0.41007213543812826
turning,0.0015421923412018757,0.40197307926440207
forget,0.0003752411602723466,0.4060782672955455
maintenance,0.0012475616484788116,0.3438854036528436
australia,0.0007396015562659989,0.3654994951053129
russian,0.0010521901794911751,0.41752223730165505
35,0.00018804638689044623,0.28689087075751296
intention,0.001533363598605661,0.2320220134631803
orders,0.002346925736508837,0.3871158909055358
writers,0.001085298503782886,0.3889679117702175
bone,0.0006901634559702937,0.3767428036365824
shot,0.0007168871756924236,0.37686588412589206
agencies,0.003988484895370524,0.5324659781755428
till,0.0014158672618787723,0.32400788973121
ill,0.0018889370328782611,0.35568988953611047
answered,0.0007117334376547996,0.33146887736779473
attached,0.0017284597111582244,0.27234096348523884
managed,0.001454512326177073,0.32067654033854776
greek,0.0007672781544471249,0.30162433238354625
territory,0.0012568419097852778,0.3033617441445312
g,0.001118413482312782,0.5506178743642673
surprised,0.0006273197455726663,0.2714388359059986
shares,0.001604772404417388,0.284101769947137
advanced,0.006178376676105708,0.5010144779040728
jury,0.0009329417862549609,0.3258813441254056
possession,0.0011987181714279704,0.3086069508622096
sorry,0.0012546041134553745,0.32682325851428873
horse,0.0008201459240034915,0.3463141450760836
afford,0.001165335692525474,0.33609978056875534
concluded,0.004899359421103767,0.45919909083821864
adults,0.0021027562281056037,0.3490508654636092
atmosphere,0.0013656253722688454,0.36709018757802137
grant,0.002968794755163088,0.40212883601571503
magnitude,0.0014167625084982266,0.36026730525866557
hypothesis,0.001805462994374824,0.36496170844538434
criticism,0.0017720385910758418,0.376129235897954
winter,0.0005150239438945423,0.29720930871910656
ireland,0.0010157870171080433,0.3467736334400666
catholic,0.0009791277012876037,0.32826969772963577
belong,0.000937034491920697,0.2986232970176379
enjoy,0.0010024498524827813,0.2581026797408328
valley,0.0002136557719639276,0.2849987906632845
