hour	pa	na	uid
110	0	0	1183
112	.0490798	.0245399	1183
34	.02	.06	1183
41	.047619	0	1183
137	.0434783	.0217391	1183
134	.0591133	.0197044	1183
62	.0503597	.0359712	1183
106	.0449438	.0224719	1183
131	.0243902	.0325203	1183
113	.0307692	0	1183
33	.034188	.008547	1183
64	.015873	.015873	1183
130	.015544	.0207254	1183
129	.0875	0	1183
108	.0232558	.0232558	1183
35	.0392157	.0294118	1183
38	.0384615	.0192308	1183
88	.033557	.0268456	1183
89	.011236	.011236	1183
104	.0253165	.0632911	1183
133	.0271739	.0326087	1183
40	.030303	.0151515	1183
105	.0625	0	1183
128	.0526316	.0263158	1183
85	.0377358	.0125786	1183
87	.0357143	.0238095	1183
83	.0306122	.0102041	1183
57	.046729	0	1183
60	.0350877	.0350877	1183
58	.0348837	0	1183
136	.0515464	.0103093	1183
37	.0410959	.0136986	1183
50	.1481481	0	1184
66	.1428571	0	1184
94	0	.03125	1184
43	0	.0416667	1184
123	.0705882	.0352941	1184
72	.047619	.015873	1184
24	0	.0909091	1184
3	.1578947	0	1184
67	.0833333	.1041667	1184
77	.1111111	.1111111	1184
100	.0740741	0	1184
146	0	0	1184
70	0	0	1184
20	.0454545	.0909091	1184
144	.04	.04	1184
115	.0625	.0625	1184
167	.0434783	0	1184
91	.125	.0625	1184
23	.0263158	.0526316	1184
64	0	.0555556	1184
22	0	0	1184
148	.0857143	0	1184
137	0	0	1184
165	.0606061	0	1184
120	.0434783	0	1184
75	.1515152	.030303	1184
62	.0909091	.0909091	1184
52	.0444444	.0444444	1184
18	.15	0	1184
96	.0882353	0	1184
136	0	.0227273	1184
98	.25	.0833333	1184
15	.1	0	1184
164	.0425532	.0212766	1184
26	.0666667	.0444444	1184
122	.0526316	.0526316	1184
143	.0625	0	1184
95	.079646	.0176991	1184
128	.3333333	0	1184
162	.0512821	.025641	1184
73	.0862069	.0172414	1184
138	.025641	.0384615	1184
38	0	.0606061	1184
27	.0333333	.0222222	1184
69	.0892857	.0357143	1184
25	.05	.05	1184
119	.075	.05	1184
28	.1304348	.0217391	1184
92	.043956	.021978	1184
124	0	.0114943	1184
117	0	.1428571	1184
88	.0909091	0	1184
127	.0769231	0	1184
21	.0166667	0	1184
166	.0792079	.019802	1184
121	0	0	1184
102	.0769231	0	1184
2	.030303	0	1184
101	0	.125	1184
7	.0357143	.0357143	1184
110	.0769231	.0769231	1184
113	0	0	1184
114	.137931	0	1184
97	.1147541	.0327869	1184
1	.0833333	.0833333	1184
99	.1515152	.030303	1184
19	.04	0	1184
163	.0377358	0	1184
142	0	0	1184
5	.0227273	0	1184
76	.0449438	0	1184
44	0	.0625	1184
68	.0666667	.0666667	1184
48	.0606061	.030303	1184
4	.0810811	.009009	1184
116	.125	.0208333	1184
0	0	0	1184
85	.0483871	.0322581	1185
112	.1276596	.0212766	1185
163	.0518135	.015544	1185
164	.0598291	.025641	1185
43	.0208333	0	1185
37	0	0	1185
23	.047619	.0238095	1185
19	.0671141	.033557	1185
72	0	.1666667	1185
111	.0909091	0	1185
136	.1538462	0	1185
38	.08	0	1185
59	0	0	1185
48	0	.0555556	1185
152	.1428571	0	1185
64	.1184211	0	1185
127	.046875	0	1185
87	.047619	.0238095	1185
93	.06	.02	1185
36	.0657895	.0131579	1185
96	0	.0461538	1185
21	.0515464	.0309278	1185
20	.0441176	.0441176	1185
8	.1388889	0	1185
16	.0487805	0	1185
45	.0357143	.0357143	1185
15	.0888889	.0333333	1185
161	.0165289	.0082645	1185
83	.1153846	0	1185
90	.0294118	0	1185
115	.0285714	.0571429	1185
17	.0490798	.0613497	1185
113	.0263158	.0263158	1185
137	0	0	1185
117	.0117647	.0117647	1185
35	0	0	1185
63	.0833333	.0416667	1185
140	0	.1052632	1185
162	.0561798	.0393258	1185
86	.045977	.0689655	1185
120	.1578947	.0526316	1185
121	0	0	1185
89	.0714286	.0357143	1185
143	0	.0526316	1185
103	.0677966	.0084746	1185
14	.0338983	.0254237	1185
68	.0188679	.0188679	1185
13	.0297619	.047619	1185
58	.025	.025	1185
141	.0952381	0	1185
81	.1081081	0	1185
12	.03125	.0078125	1185
125	.1428571	0	1185
114	.0508475	0	1185
44	.0512821	.0512821	1185
69	.0833333	0	1185
167	.0810811	.0540541	1185
139	0	0	1185
67	.0384615	0	1185
47	.0192308	.0192308	1185
18	.0467626	.0395683	1185
65	.06	.02	1185
165	.1097561	.0182927	1185
10	.044335	.0394089	1185
61	.0857143	0	1185
157	.0571429	.0142857	1185
116	.3333333	.0833333	1185
166	.0520833	.0260417	1185
156	.0178571	.0178571	1185
41	.0882353	.0588235	1185
101	.0810811	.0540541	1185
134	.1111111	0	1185
42	.078125	.03125	1185
57	0	.0454545	1185
60	.0363636	.0545455	1185
62	.0172414	.0172414	1185
92	.0454545	0	1185
34	.0810811	0	1185
135	.0416667	.0208333	1185
126	.0454545	0	1185
98	.25	0	1185
155	.1509434	.0188679	1185
110	0	0	1185
11	.0340136	0	1185
102	.0322581	.0645161	1185
22	.0526316	.0263158	1185
66	.0666667	0	1185
159	.0652174	.0217391	1185
84	.0833333	0	1185
158	.0488889	.0222222	1185
152	.125	0	1186
14	0	0	1186
15	.0277778	.0185185	1186
82	.05	0	1186
86	.0697674	0	1186
20	.0638298	0	1186
115	.2857143	0	1186
81	.0909091	.012987	1186
135	.0416667	0	1186
164	.0555556	0	1186
66	.0555556	0	1186
77	.5	0	1186
33	.0215054	.0322581	1186
36	.1176471	0	1186
156	.1025641	0	1186
131	.125	0	1186
142	.06	.02	1186
53	.1111111	.0555556	1186
21	.0789474	0	1186
128	.075	.025	1186
133	.0487805	0	1186
167	0	0	1186
108	.030303	0	1186
23	.027027	.0540541	1186
134	.0810811	0	1186
157	.0454545	.0227273	1186
69	.0191083	.0063694	1186
46	.0204082	0	1186
39	.0322581	0	1186
84	.0769231	.0769231	1186
132	.0333333	0	1186
129	.0384615	0	1186
105	.1052632	0	1186
32	.25	0	1186
83	.0727273	0	1186
2	.08	0	1186
13	.08	0	1186
160	.0673077	0	1186
76	.08	0	1186
19	.075	0	1186
12	.0392157	0	1186
17	.0163934	.0163934	1186
79	.0714286	0	1186
114	0	0	1186
57	.0454545	0	1186
158	.125	0	1186
7	0	0	1186
120	.0967742	0	1186
102	.0384615	0	1186
165	.0555556	0	1186
130	.056338	0	1186
37	.015625	.015625	1186
87	.0454545	0	1186
94	.0833333	0	1186
107	.2	.1	1186
137	.0545455	0	1186
93	.0588235	0	1186
138	.125	0	1186
60	.0606061	0	1186
58	.0307692	0	1186
61	0	0	1186
95	.0606061	0	1186
96	.0344828	0	1186
70	.08	0	1186
16	.0166667	.0166667	1186
90	0	0	1186
116	.0617284	.0123457	1186
150	.0638298	0	1186
34	.0322581	.0107527	1186
154	.0322581	.0322581	1186
88	.0833333	0	1186
56	.1190476	0	1186
155	0	0	1186
117	0	0	1186
18	.0810811	0	1186
9	0	.1666667	1186
159	0	0	1186
45	.0391061	.0167598	1186
80	.1666667	0	1187
70	.1	.05	1187
41	.0188679	0	1187
134	.0588235	0	1187
85	.125	0	1187
106	0	0	1187
89	0	0	1187
82	.0454545	0	1187
60	0	.1176471	1187
108	0	0	1187
35	.0714286	0	1187
107	0	0	1187
110	0	0	1187
129	0	.0232558	1188
143	.0571429	.0571429	1188
139	.0277778	.0277778	1188
19	.08	.0133333	1188
32	.0277778	0	1188
12	.0789474	.0263158	1188
22	.037037	.0740741	1188
86	.0428571	0	1188
89	0	.0227273	1188
30	.037037	.037037	1188
102	.0508475	.0338983	1188
144	.15625	0	1188
167	.0714286	.0357143	1188
108	.0833333	0	1188
63	0	0	1188
43	.0652174	.0543478	1188
138	.0333333	.0666667	1188
90	.09375	.03125	1188
119	.0441176	.0588235	1188
10	.025	.0125	1188
85	.0833333	0	1188
141	.0735294	.0441176	1188
115	.0217391	0	1188
155	.0714286	.0119048	1188
57	.0103093	.0103093	1188
65	.0240964	.0240964	1188
158	.0208333	0	1188
78	.1176471	0	1188
154	.0789474	0	1188
164	.0266667	.0266667	1188
21	.057971	.0144928	1188
20	.08	.03	1188
81	.0465116	.0232558	1188
112	.0714286	0	1188
117	.0514706	.0073529	1188
160	0	0	1188
113	.0625	.0625	1188
153	0	0	1188
24	.047619	0	1188
23	.047619	.047619	1188
70	.0409836	.0245902	1188
11	.0714286	.0285714	1188
163	.0277778	.0138889	1188
91	.0416667	0	1188
41	.075	0	1188
92	.0322581	0	1188
84	0	.0454545	1188
44	.0126582	.0253165	1188
93	.0892857	.0178571	1188
80	.0625	.0125	1188
142	.1132075	.0188679	1188
66	.0625	0	1188
56	.0909091	.012987	1188
59	.0333333	0	1188
127	.0606061	0	1188
9	0	.0689655	1188
87	.15	0	1188
128	.0512821	.025641	1188
106	.0416667	.0416667	1188
151	.0344828	0	1188
69	.0384615	0	1188
79	.0714286	0	1188
38	.0454545	.0454545	1188
14	.030303	0	1188
68	.0238095	.047619	1188
104	.0555556	.0111111	1188
159	0	.0144928	1188
111	0	0	1188
94	.036036	.027027	1188
118	.0294118	.0588235	1188
71	0	.0263158	1188
16	.0555556	.0416667	1188
116	.0625	0	1188
45	.0769231	0	1188
105	.0714286	.0714286	1188
60	0	.0416667	1188
17	.0909091	0	1188
134	0	.027027	1188
162	.030303	0	1188
140	.0710059	.0236686	1188
109	.0526316	0	1188
42	.0423729	0	1188
67	0	.0217391	1188
157	.1428571	0	1188
46	.0594059	.029703	1188
15	.0169492	.0338983	1188
156	.0847458	0	1188
47	.0454545	0	1188
39	0	.025641	1188
103	.0232558	.0232558	1188
136	.0689655	.0344828	1188
82	.0810811	0	1188
132	.0365854	.0365854	1188
58	.0434783	0	1188
137	.1	0	1188
114	.0465116	0	1188
120	0	.0714286	1188
61	.0555556	0	1188
8	.0816327	0	1188
130	.0714286	.0357143	1188
31	.0208333	0	1188
13	.028169	.0422535	1188
156	.0285714	.0571429	1189
41	0	.1052632	1189
46	0	.125	1189
118	.0833333	.0416667	1189
89	.0465116	.0465116	1189
159	.0375	.05	1189
90	.0491803	.0163934	1189
163	.0740741	0	1189
67	.0373832	.0093458	1189
8	.0454545	.0909091	1189
30	.0322581	0	1189
31	0	.0588235	1189
23	.0882353	.0294118	1189
129	.0419162	.0239521	1189
133	.1076923	.0153846	1189
136	.1129032	0	1189
19	.0652174	.0217391	1189
102	.3	0	1189
137	.0204082	0	1189
42	.0555556	.0222222	1189
154	.0810811	.027027	1189
66	.0446429	.0267857	1189
139	.0873016	.015873	1189
22	0	.0526316	1189
87	.0645161	.0537634	1189
114	.0512821	.0512821	1189
132	.0232558	.0310078	1189
116	.0384615	0	1189
88	.1290323	.0322581	1189
142	.1666667	0	1189
141	.047619	.047619	1189
20	.12	.08	1189
16	0	.047619	1189
117	.109589	.0136986	1189
69	.0545455	.0181818	1189
45	.1	0	1189
55	.173913	0	1189
91	.0658915	.0271318	1189
14	.5	0	1189
164	.0384615	0	1189
21	.075	.025	1189
134	.1	.0375	1189
32	.0652174	.0652174	1189
131	.0238095	.0238095	1189
86	.0434783	.0869565	1189
36	0	0	1189
71	0	.0625	1189
157	.039604	.039604	1189
153	0	0	1189
138	.0493827	.0123457	1189
0	.3	0	1189
119	.1363636	0	1189
135	.0178571	0	1189
92	.0540541	.0135135	1189
43	.0121951	.0365854	1189
115	.0568182	.0340909	1189
17	.0331754	.0236967	1189
18	.0793651	.047619	1189
63	.1	0	1189
130	.0866142	.023622	1189
44	.0666667	.0888889	1189
68	.0169492	.0508475	1189
167	.0196078	.0294118	1189
162	.0612245	.0204082	1189
161	0	0	1189
165	.03125	.0625	1189
160	.0437956	.0437956	1189
155	.0192308	.0192308	1189
13	.0285714	.0285714	1189
109	.0892857	0	1190
33	.075	0	1190
112	.02	.02	1190
12	.2857143	.1428571	1190
105	.0434783	.0434783	1190
35	.0424242	.0121212	1190
86	.08	0	1190
140	.1818182	0	1190
36	.0208333	.0416667	1190
37	.0740741	.037037	1190
78	0	0	1190
61	.0714286	0	1190
130	.08	.02	1190
107	.0909091	0	1190
151	.1111111	0	1190
82	.0441176	.0294118	1190
65	.0597015	.0149254	1190
39	0	.0175439	1190
155	.0526316	0	1190
16	.1	0	1190
19	0	0	1190
79	.047619	0	1190
44	0	.0227273	1190
115	.0588235	0	1190
10	.1176471	0	1190
93	.0289855	0	1190
84	0	0	1190
21	.0384615	0	1190
163	.0421053	0	1190
132	.0322581	0	1190
135	.1034483	0	1190
129	0	0	1190
66	.0322581	0	1190
136	.1016949	0	1190
165	.2142857	0	1190
34	.0714286	.0428571	1190
161	.0638298	0	1190
116	.0508475	.0338983	1190
63	.0897436	0	1190
43	.04	0	1190
110	.0727273	0	1190
104	.0571429	0	1190
108	.079646	.0265487	1190
85	.0526316	.0350877	1190
17	0	0	1190
67	.05	0	1190
159	.0322581	0	1190
91	.046875	.015625	1190
56	.0666667	0	1190
113	.0363636	0	1190
18	.1176471	0	1190
166	0	.047619	1190
154	.0606061	.0606061	1190
158	.2	0	1190
162	.05	0	1190
139	.0405405	.0135135	1190
38	0	0	1190
160	0	.0322581	1190
111	.1612903	.0322581	1190
138	.0714286	0	1190
133	0	0	1190
69	.0434783	0	1190
46	.0394737	0	1190
128	.0535714	.0089286	1190
40	.0512821	0	1190
57	.0869565	0	1190
142	0	0	1190
89	.0416667	0	1190
83	.1388889	0	1190
118	.047619	0	1190
117	.0789474	.0526316	1190
141	.08	0	1190
131	.1020408	0	1190
90	.0434783	0	1190
92	.0243902	0	1190
88	.0833333	0	1190
106	.0347826	0	1190
153	.1	0	1190
167	0	0	1190
64	.0425532	.0106383	1190
22	0	0	1190
98	.0519481	.025974	1191
166	0	0	1191
86	.0277778	.0277778	1191
85	.0294118	.0294118	1191
4	0	0	1191
62	.0714286	0	1191
94	0	0	1191
113	.125	0	1191
109	0	.0434783	1191
12	.0588235	.0392157	1191
15	.0425532	0	1191
90	.0243902	0	1191
119	0	.0555556	1191
35	.1428571	0	1191
49	0	0	1191
106	.1428571	.0285714	1191
43	.04	.02	1191
155	.0606061	0	1191
129	.0294118	.0294118	1191
161	0	0	1191
99	.0952381	0	1191
70	.0645161	.0322581	1191
132	0	0	1191
134	.0967742	0	1191
111	.1	0	1191
64	.0178571	0	1191
81	0	0	1191
120	0	0	1191
135	0	0	1191
33	.1153846	0	1191
153	.125	0	1191
121	.0833333	0	1191
123	.0588235	.0294118	1191
20	.0588235	0	1191
68	0	0	1191
107	.0967742	.0322581	1191
10	.1538462	0	1191
93	.0526316	.0526316	1191
141	.0666667	0	1191
136	.0357143	.0357143	1191
38	0	0	1191
50	0	0	1191
156	.04	0	1191
108	.0679612	.0194175	1191
140	0	0	1191
21	.1666667	0	1191
133	.1071429	.0357143	1191
88	0	.0188679	1191
14	.05	0	1191
1	.0833333	.0833333	1191
26	0	.0909091	1191
73	0	0	1191
61	.0655738	0	1191
82	.0243902	0	1191
158	0	0	1191
46	.0810811	0	1191
25	.0588235	0	1191
69	0	0	1191
39	.0344828	0	1191
34	0	0	1191
110	.12	0	1191
47	.047619	0	1191
89	.025641	0	1191
157	0	.04	1191
91	0	0	1191
27	.0606061	0	1191
92	.0454545	0	1191
63	.0862069	0	1191
48	.0666667	0	1191
40	0	0	1191
130	.037037	0	1191
97	.0555556	0	1191
138	.047619	0	1191
13	.0909091	.0454545	1191
71	0	0	1191
41	.0869565	0	1191
67	0	0	1191
24	.0298507	.0149254	1191
45	.1428571	0	1191
116	.0232558	0	1191
163	0	0	1191
84	.0196078	.0392157	1191
66	.0342466	.0273973	1191
36	.125	0	1191
61	0	.0526316	1192
58	.1111111	0	1192
37	.2083333	0	1192
130	0	0	1192
66	0	0	1192
67	.2	0	1192
137	0	.125	1192
106	.1052632	.0526316	1192
84	0	.1538462	1192
87	.0810811	0	1192
111	.0952381	.047619	1192
138	.0416667	0	1192
65	0	0	1192
136	.0555556	0	1192
114	.1	0	1192
139	.0638298	.0638298	1192
39	.0566038	.0188679	1192
62	0	0	1192
142	.1	.0333333	1192
59	.3333333	0	1192
90	.0434783	0	1192
81	.1818182	0	1192
37	0	0	1193
35	.0285714	0	1193
86	.0833333	0	1193
57	.03125	0	1193
34	.0232558	.0465116	1193
129	.0909091	0	1193
130	.0813954	0	1193
106	0	0	1193
33	.0761905	0	1193
38	.0416667	.0416667	1193
36	.0434783	.0434783	1193
83	.1363636	0	1193
74	.0434783	0	1194
12	.037037	0	1194
1	0	.5	1194
104	.1818182	0	1194
13	0	.0857143	1194
129	.0576923	.0384615	1194
28	0	0	1194
140	.1176471	0	1194
82	.0322581	.0645161	1194
165	.0869565	0	1194
26	0	0	1194
116	.0769231	0	1194
144	.0322581	.0322581	1194
66	0	.09375	1194
79	0	0	1194
25	.2	0	1194
136	.0689655	.1034483	1194
105	0	.0526316	1194
155	.0909091	0	1194
120	0	0	1194
138	.1071429	0	1194
115	.0689655	.0344828	1194
2	.0666667	.0666667	1194
43	0	.0833333	1194
81	.0526316	0	1194
130	.015873	.0634921	1194
133	0	.0392157	1195
122	.0588235	.0588235	1195
93	0	.0526316	1195
90	0	.0571429	1195
116	0	.0416667	1195
29	.0666667	.0222222	1195
73	.0909091	.0909091	1195
85	.0422535	.0140845	1195
150	.08	.04	1195
113	.027027	0	1195
28	.0275229	0	1195
0	.0526316	.0526316	1195
164	.0169492	.0338983	1195
8	0	.0769231	1195
145	.0701754	.0175439	1195
50	0	0	1195
26	.0333333	0	1195
72	.0204082	.0408163	1195
138	.0535714	.0267857	1195
141	.047619	0	1195
89	.0483871	.0080645	1195
144	.0142857	.0142857	1195
77	.0217391	.0217391	1195
96	.0568182	0	1195
66	.0740741	.0493827	1195
70	0	0	1195
139	0	0	1195
148	.0606061	.030303	1195
22	.0384615	.0384615	1195
67	0	.0294118	1195
103	.0769231	.0769231	1195
53	0	0	1195
51	.0645161	.0645161	1195
135	.075	.05	1195
166	.0416667	.0833333	1195
52	.0526316	0	1195
20	.2222222	0	1195
97	.0545455	.0181818	1195
131	0	0	1195
43	.1111111	0	1195
25	.0833333	.125	1195
55	.137931	0	1195
115	.1176471	0	1195
147	0	0	1195
54	0	0	1195
126	.1538462	0	1195
45	0	.0555556	1195
42	.0555556	.1388889	1195
161	.0740741	0	1195
88	.0675676	.0540541	1195
137	.0540541	.027027	1195
95	.0289855	.0289855	1195
38	.0666667	0	1195
160	.0333333	.0666667	1195
124	.0666667	.0666667	1195
165	0	.0833333	1195
142	.03125	0	1195
1	.0769231	.0384615	1195
111	.0196078	.0392157	1195
120	.0540541	.027027	1195
4	.1818182	0	1195
143	.08	.08	1195
104	.125	0	1195
24	0	0	1195
63	0	0	1195
47	.0694444	.0138889	1195
21	0	.030303	1195
121	0	.1052632	1195
41	0	.05	1195
76	.0333333	.0166667	1195
11	0	.0416667	1195
7	0	.0512821	1195
6	.1081081	.027027	1195
37	.0357143	.1428571	1195
65	.0638298	0	1195
123	.125	0	1195
119	.1363636	0	1195
146	0	.0571429	1195
44	.0175439	0	1195
68	0	.027027	1195
69	.047619	.0238095	1195
31	0	0	1195
48	.0232558	.0232558	1195
39	.0454545	0	1195
3	.1666667	0	1195
74	0	.0967742	1195
118	.0243902	0	1195
87	.0465116	.0232558	1195
117	0	.0535714	1195
129	0	0	1195
49	.0258621	0	1195
14	0	.1818182	1195
114	.0943396	.0377358	1195
99	0	.0434783	1195
91	.04	0	1195
112	0	0	1195
125	.0588235	.1764706	1195
109	.015873	.031746	1195
151	.05	.0125	1195
2	.0566038	.0188679	1195
19	.0384615	.0384615	1195
40	0	.0416667	1195
134	.0526316	0	1195
17	.0238095	.0238095	1195
64	.0119048	.0357143	1195
27	.0540541	0	1195
163	.0392157	.0784314	1195
94	.0153846	.0153846	1195
140	.05	0	1195
127	.0526316	.0263158	1195
101	.1666667	0	1195
154	.1818182	.0454545	1195
136	.0294118	.0882353	1195
5	.0576923	.0192308	1195
167	.0461538	.0307692	1195
92	.0322581	0	1195
140	.0454545	0	1196
47	0	0	1196
97	.0434783	.1304348	1196
65	.0243902	.0121951	1196
68	.057971	0	1196
125	.0714286	0	1196
121	0	.0384615	1196
63	.047619	.047619	1196
117	.1363636	0	1196
37	0	.05	1196
70	.0566038	.0377358	1196
141	.1304348	0	1196
100	.0344828	0	1196
46	.0588235	.0588235	1196
115	0	.0434783	1196
119	.0952381	0	1196
19	.0909091	.0909091	1196
67	0	0	1196
122	0	.0434783	1196
75	.0740741	.037037	1196
18	0	.0909091	1196
149	.0857143	.0285714	1196
112	0	0	1196
24	.2	0	1196
76	.0769231	0	1196
88	.0454545	0	1196
152	.0833333	.0277778	1196
136	.0588235	0	1196
142	0	.1304348	1196
20	.0384615	0	1196
139	.0408163	0	1196
39	0	.2	1197
91	.0714286	0	1197
17	0	.04	1197
15	.0327869	.0163934	1197
112	.0273973	.0273973	1197
144	.030303	.0909091	1197
88	.0666667	0	1197
32	.0869565	0	1197
135	0	.0714286	1197
48	0	.4	1197
59	0	.0454545	1197
95	.0483871	.0322581	1197
166	.0873786	.0291262	1197
9	.125	.125	1197
68	.02	.02	1197
1	.0138889	.0138889	1197
115	.0222222	0	1197
111	.0444444	0	1197
57	.0322581	.0322581	1197
18	.0869565	0	1197
80	0	.0588235	1197
46	.0816327	.0204082	1197
146	0	.0344828	1197
62	.027027	0	1197
14	.0294118	.0588235	1197
65	.0909091	.0909091	1197
122	0	.0769231	1197
145	.0571429	.0285714	1197
139	.0921053	.0131579	1197
2	0	.0384615	1197
0	0	0	1197
42	.0263158	0	1197
162	.0666667	0	1197
121	.0864198	0	1197
163	0	0	1197
140	0	.137931	1197
58	.0222222	.0222222	1197
96	.1	.05	1197
114	.06	.02	1197
38	0	0	1197
20	.1052632	0	1197
138	.0666667	.0666667	1197
142	.0392157	.0588235	1197
143	.0151515	.0151515	1197
67	.015625	.0625	1197
3	0	0	1197
117	.0625	0	1197
45	.0606061	.0606061	1197
159	.075	.1	1197
16	.0769231	0	1197
40	.025	.025	1197
109	.0544218	.0680272	1197
86	.02	.02	1197
69	.0204082	.0816327	1197
26	.25	.25	1197
56	0	0	1197
34	.0522388	.0223881	1197
141	.0238095	.0595238	1197
132	0	.125	1197
105	.0196078	0	1197
33	.037037	0	1197
12	.08	0	1197
44	.0222222	.0666667	1197
21	.0344828	.0344828	1197
43	.0265487	.0442478	1197
70	0	.0961538	1197
23	.016129	.0080645	1197
119	.0357143	0	1197
134	.0512821	.025641	1197
63	.25	0	1197
19	.025641	0	1197
164	.0625	0	1197
116	.0336134	.0168067	1197
22	.0444444	.1	1197
120	0	.0625	1197
66	.0512821	0	1197
89	.106383	0	1197
60	0	.0810811	1197
24	.0222222	.0055556	1197
158	.0769231	0	1197
108	.037037	.1111111	1197
93	0	0	1197
37	0	.0555556	1197
41	.0238095	0	1197
87	0	.1666667	1197
81	0	0	1197
85	.0625	.03125	1197
97	.0625	0	1197
131	0	0	1197
28	0	0	1197
64	0	0	1197
36	.03125	.09375	1197
106	0	0	1197
134	0	0	1198
8	0	0	1198
121	.1	0	1198
119	.1212121	.030303	1198
156	.0487805	0	1198
111	0	0	1198
15	0	0	1198
145	.1052632	.0526316	1198
85	.0363636	0	1198
141	.05	.025	1198
44	.0540541	.0135135	1198
167	0	0	1198
105	0	0	1198
162	0	0	1198
58	.0416667	0	1198
131	.0238095	.0238095	1198
143	.025641	0	1198
86	.057971	0	1198
130	0	0	1198
89	0	0	1198
94	.0597015	0	1198
95	.0769231	0	1198
90	0	0	1198
37	.05	0	1198
21	0	0	1198
96	.0833333	.0833333	1198
82	0	0	1198
164	.0493827	0	1198
66	.0363636	.0181818	1198
91	.1041667	0	1198
68	.0294118	0	1198
46	.0769231	.025641	1198
160	.05	0	1198
43	0	0	1198
19	0	0	1198
115	.0444444	0	1198
161	0	0	1198
16	0	0	1198
67	.0114943	.0114943	1198
118	.1034483	.0344828	1198
110	.0227273	0	1198
150	.0188679	0	1198
166	.0377358	0	1198
155	.0277778	0	1198
57	.0555556	0	1198
87	0	0	1198
34	0	0	1198
93	.0714286	0	1198
112	.0238095	0	1198
165	.0322581	.0322581	1198
40	0	0	1198
60	.0714286	0	1198
12	.0454545	.0454545	1198
80	0	0	1198
116	0	0	1198
124	0	0	1198
158	.0684932	.0136986	1198
138	0	0	1198
14	.0208333	0	1198
113	.2222222	.1111111	1198
92	0	0	1198
52	.1428571	0	1198
59	.0833333	0	1198
69	.046875	.015625	1198
64	.0357143	0	1198
88	.037037	0	1198
139	.0869565	.0434783	1198
39	.0909091	0	1198
157	.0210526	0	1198
84	.1	0	1198
108	.0555556	0	1198
128	.037037	0	1198
38	.05	0	1198
22	.03125	0	1198
81	0	0	1198
114	0	.0526316	1198
144	.0833333	0	1198
9	.0833333	0	1198
70	0	.0714286	1198
147	0	0	1198
140	.0588235	.0588235	1198
135	.037037	0	1198
45	.125	0	1198
137	.0638298	0	1198
120	0	0	1198
47	.1	0	1198
42	.1052632	0	1198
0	.060241	0	1198
153	.0178571	0	1198
163	0	0	1198
63	.027027	0	1198
166	.4	0	1199
84	.1578947	0	1199
30	.0638298	.0638298	1199
127	.1186441	.0338983	1199
95	.1212121	.0909091	1199
55	.088	.048	1199
145	.0806452	.0483871	1199
9	.1142857	.0285714	1199
167	.0571429	.0285714	1199
79	.1162791	0	1199
44	.1	0	1199
124	.0847458	0	1199
136	.2307692	0	1199
164	.0833333	.047619	1199
107	.1269841	.031746	1199
73	0	.0769231	1199
19	0	0	1199
57	.1571429	0	1199
63	.0888889	.0444444	1199
159	.1666667	0	1199
162	.131579	0	1199
160	.25	0	1199
94	.0851064	.0212766	1199
158	.25	.05	1199
117	.0769231	.1153846	1199
8	.1875	0	1199
109	.030303	0	1199
31	.0869565	.0108696	1199
103	.1176471	0	1199
32	.137931	.0344828	1199
132	.2	0	1199
87	.25	0	1199
64	.0444444	0	1199
86	.0810811	.0540541	1199
10	.1785714	0	1199
83	.1666667	0	1199
7	.12	.02	1199
153	.0898876	.011236	1199
41	.2	0	1199
119	.05	.05	1199
125	.1	.05	1199
56	.0338983	.0338983	1199
119	.0724638	.0144928	1200
56	0	.047619	1200
23	.1333333	0	1200
67	.0701754	.0175439	1200
121	.0645161	0	1200
160	.0535714	.0178571	1200
29	.1785714	.0357143	1200
36	.0344828	0	1200
46	.0708661	.015748	1200
18	.1428571	0	1200
124	.1363636	0	1200
110	.03125	0	1200
146	0	0	1200
88	.1446281	.0041322	1200
92	.0675676	0	1200
98	.1860465	.0232558	1200
94	.1	0	1200
45	.0694444	0	1200
120	.0877193	.0175439	1200
96	0	0	1200
126	.0434783	0	1200
62	.1090909	0	1200
69	.0670103	0	1200
53	.0793651	.015873	1200
70	.0625	0	1200
87	.1234568	0	1200
64	.1	.0090909	1200
164	.0169492	.0169492	1200
38	.05	0	1200
40	.0723684	0	1200
158	.0574713	0	1200
39	.0454545	0	1200
37	.12	0	1200
91	.0434783	0	1200
138	.05625	.00625	1200
48	.0952381	0	1200
100	.1136364	0	1200
123	.0857143	.0857143	1200
20	.0645161	0	1200
159	.0576923	0	1200
95	.1052632	0	1200
47	.0930233	0	1200
72	.0980392	.0196078	1200
16	.0588235	0	1200
68	.0340909	.0227273	1200
15	.1538462	0	1200
85	.0581395	0	1200
149	.0862069	.0172414	1200
41	.0672269	.0084034	1200
90	.0895522	.0074627	1200
42	.0869565	0	1200
89	.0876289	.0051546	1200
113	.1061947	.0088496	1200
143	.0840336	.0084034	1200
76	.0677966	0	1200
145	.0571429	0	1200
142	.0917431	0	1200
166	.0625	0	1200
139	.047619	0	1200
83	.0909091	0	1200
135	.084507	.0140845	1200
51	.0655738	0	1200
65	.0805369	0	1200
21	.1020408	0	1200
63	.0531915	0	1200
117	.1040462	.0057803	1200
97	.0657895	0	1200
141	.0795455	0	1200
148	.1111111	0	1200
52	0	0	1200
144	.0357143	0	1200
